PlayerID,nameFirst,nameLast,FullName,DebutYear,FinalYear,Years,W,L,WPct,ERA,G,GS,GF,CG,SHO,SV,IPOuts,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BFP,WHIP,H9,HR9,BB9,SO9,SOW,SH,SF,GIDP,GG,InductionYear,votedBy
schupfe01,Ferdie,Schupp,Ferdie Schupp,1913,1922,10,61,39,0.61,3.321631879,216,120,70,62,11,6,3162,1054,938,470,389,30,464,0,553,33,1,24,4463,1.330170778,8.009487666,0.256166983,3.962049336,4.722011385,1.191810345,0,0,0,0,0,
scottja01,Jack,Scott,Jack Scott,1916,1929,12,103,109,0.485849057,3.848640698,356,195,124,115,11,19,5444,1814.66667,1969,904,776,94,493,0,657,43,1,25,7758,1.356722995,9.765429813,0.466201322,2.445077145,3.258449663,1.332657201,0,0,0,0,0,
scottmi03,Mike,Scott,Mike Scott,1979,1991,13,124,108,0.534482759,3.537060903,347,319,13,45,22,3,6206,2068.66667,1858,908,813,173,627,53,1469,33,19,39,8571,1.201256846,8.083467599,0.752658716,2.727844018,6.391073145,2.342902711,0,0,0,0,0,
seaneru01,Rudy,Seanez,Rudy Seanez,1989,2008,17,41,30,0.577464789,4.102473498,544,0,159,0,0,12,1698,566,515,285,258,58,285,28,574,15,1,48,2477,1.413427562,8.189045936,0.922261484,4.53180212,9.127208481,2.014035088,10,13,0,0,0,
seaveto01,Tom,Seaver,Tom Seaver,1967,1986,20,311,205,0.602713178,2.862210759,656,647,6,231,61,1,14348,4782.66667,3971,1674,1521,380,1390,116,3640,76,8,126,19369,1.120922776,7.472609418,0.715082241,2.615695566,6.84973515,2.618705036,0,0,0,0,1992,BBWAA
seguidi01,Diego,Segui,Diego Segui,1962,1977,15,92,111,0.45320197,3.808777422,639,171,264,28,7,71,5423,1807.66667,1656,867,765,185,786,86,1298,18,10,75,7741,1.350912776,8.244882891,0.921076893,3.913332097,6.462474633,1.651399491,0,0,0,0,0,
seleaa01,Aaron,Sele,Aaron Sele,1993,2007,15,148,112,0.569230769,4.606595448,404,352,15,15,9,0,6459,2153,2413,1208,1102,225,798,39,1407,112,2,54,9534,1.491407339,10.08685555,0.940548072,3.335810497,5.881560613,1.763157895,29,55,0,0,0,
selmadi01,Dick,Selma,Dick Selma,1965,1974,10,42,54,0.4375,3.621428571,307,76,124,11,6,31,2520,840,734,375,338,69,381,44,681,27,2,46,3558,1.327380952,7.864285714,0.739285714,4.082142857,7.296428571,1.787401575,0,0,0,0,0,
servisc01,Scott,Service,Scott Service,1988,2004,12,20,22,0.476190476,4.993594916,338,1,101,0,0,16,1249,416.33333,435,245,231,56,182,28,413,26,1,25,1853,1.4819856,9.403522894,1.210568464,3.934347509,8.927942425,2.269230769,2,5,0,0,0,
sewelri01,Rip,Sewell,Rip Sewell,1932,1949,13,143,97,0.595833333,3.477980502,390,243,88,137,20,15,6358,2119.33333,2101,983,819,116,748,0,636,23,2,30,9101,1.34429066,8.922145343,0.492607739,3.176470593,2.700849328,0.85026738,0,0,0,0,0,
shantbo01,Bobby,Shantz,Bobby Shantz,1949,1964,16,119,99,0.54587156,3.375581189,537,171,192,78,15,48,5807,1935.66667,1795,817,726,151,643,53,1072,41,6,29,8045,1.259514377,8.345961756,0.702083691,2.989667637,4.984329249,1.66718507,0,0,0,8,0,
shautjo01,Joe,Shaute,Joe Shaute,1922,1934,13,99,109,0.475961538,4.147754361,360,208,102,103,5,18,5455,1818.33333,2097,1043,838,75,534,0,512,24,3,34,7928,1.446929425,10.37928508,0.371219066,2.643079748,2.534188822,0.958801498,0,0,0,0,0,
shawbo01,Bob,Shaw,Bob Shaw,1957,1967,11,108,98,0.524271845,3.523059618,430,223,101,55,14,32,5334,1778,1837,791,696,149,511,68,880,56,12,51,7587,1.320584927,9.298650169,0.754218223,2.586614173,4.454443195,1.722113503,0,0,0,0,0,
shawje01,Jeff,Shaw,Jeff Shaw,1990,2001,12,34,54,0.386363636,3.544811321,633,19,384,0,0,203,2544,848,821,368,334,91,234,44,545,25,1,18,3549,1.244103774,8.713443396,0.965801887,2.483490566,5.784198113,2.329059829,5,2,0,0,0,
shawkbo01,Bob,Shawkey,Bob Shawkey,1913,1927,15,196,150,0.566473988,3.08886619,488,334,113,197,33,28,8811,2937,2722,1200,1008,114,1018,0,1360,48,1,40,12074,1.27340824,8.341164454,0.349336057,3.119509704,4.167517875,1.335952849,0,0,0,0,0,
sheetbe01,Ben,Sheets,Ben Sheets,2001,2012,10,94,96,0.494736842,3.776617946,250,250,0,18,4,0,4790,1596.66667,1577,736,670,184,369,28,1325,32,1,53,6640,1.218789142,8.889144032,1.037160749,2.079958242,7.468684744,3.590785908,64,37,0,0,0,
sherdbi01,Bill,Sherdel,Bill Sherdel,1918,1932,15,165,146,0.530546624,3.720472446,514,272,163,159,11,26,8128,2709.33333,3018,1326,1120,149,661,0,839,54,3,26,11604,1.357898624,10.0253445,0.494955709,2.195743113,2.787032484,1.269288956,0,0,0,0,0,
sherrla01,Larry,Sherry,Larry Sherry,1958,1968,11,53,44,0.546391753,3.670558814,416,16,245,2,1,82,2398,799.33333,747,377,326,78,374,55,606,32,2,45,3480,1.402418688,8.410759001,0.878231864,4.211009192,6.823186017,1.620320856,0,0,0,0,0,
shielja02,James,Shields,James Shields,2006,2015,10,127,97,0.566964286,3.740296618,319,318,0,22,9,0,6338,2112.66667,2067,958,878,260,533,16,1842,77,9,81,8784,1.230672134,8.805459121,1.107604921,2.270590088,7.846954863,3.455909944,48,33,16,0,0,
shielsc01,Scot,Shields,Scot Shields,2001,2010,10,46,44,0.511111111,3.176470588,491,15,114,0,0,21,2091,697,589,285,246,55,278,21,631,21,0,49,2916,1.243902439,7.605451937,0.710186514,3.589670014,8.147776184,2.269784173,17,15,0,0,0,
shirlbo01,Bob,Shirley,Bob Shirley,1977,1987,11,67,94,0.416149068,3.82122905,434,162,105,16,2,18,4296,1432,1432,689,608,127,543,72,790,20,11,15,6106,1.379189944,9,0.798184358,3.412709497,4.965083799,1.454880295,0,0,0,0,0,
shockur01,Urban,Shocker,Urban Shocker,1916,1928,13,187,117,0.615131579,3.171535111,412,317,68,200,28,25,8045,2681.66667,2709,1127,945,126,657,0,983,37,3,20,11140,1.255189557,9.091733985,0.422871348,2.20497203,3.29906774,1.496194825,0,0,0,0,0,
shortch02,Chris,Short,Chris Short,1959,1973,15,135,132,0.505617978,3.429677419,501,308,78,88,24,18,6975,2325,2215,991,886,183,806,74,1629,61,6,73,9801,1.299354839,8.574193548,0.708387097,3.12,6.305806452,2.021091811,0,0,0,0,0,
shouncl01,Clyde,Shoun,Clyde Shoun,1935,1949,14,73,59,0.553030303,3.909090909,454,85,207,34,3,29,3861,1287,1325,631,559,81,404,0,483,10,2,15,5466,1.343434343,9.265734266,0.566433566,2.825174825,3.377622378,1.195544554,0,0,0,0,0,
shousbr01,Brian,Shouse,Brian Shouse,1993,2009,10,13,10,0.565217391,3.721482854,467,0,101,0,0,6,1052,350.66667,347,163,145,31,118,31,233,20,2,7,1508,1.326045615,8.905893451,0.795627369,3.028517081,5.980037966,1.974576271,18,10,0,0,0,
shower01,Eric,Show,Eric Show,1981,1991,11,101,89,0.531578947,3.659818731,332,235,37,35,11,7,4965,1655,1526,739,673,171,610,49,971,46,22,36,6968,1.290634441,8.298489426,0.929909366,3.317220544,5.280362538,1.591803279,0,0,0,0,0,
shueypa01,Paul,Shuey,Paul Shuey,1994,2007,11,45,28,0.616438356,3.871698113,476,0,156,0,0,23,1590,530,471,252,228,43,277,32,556,14,1,36,2309,1.411320755,7.998113208,0.730188679,4.703773585,9.441509434,2.007220217,9,7,0,0,0,
siebeso01,Sonny,Siebert,Sonny Siebert,1964,1975,12,140,114,0.551181102,3.207713755,399,307,42,67,21,16,6456,2152,1919,907,767,197,692,55,1512,54,8,60,8951,1.213289963,8.025557621,0.823884758,2.894052045,6.323420074,2.184971098,0,0,0,0,0,
simmocu01,Curt,Simmons,Curt Simmons,1947,1967,20,193,183,0.513297872,3.542658042,569,462,54,163,36,5,10045,3348.33333,3313,1551,1318,255,1063,62,1697,53,4,39,14144,1.306918866,8.905027386,0.68541563,2.857242412,4.561373822,1.596425212,0,0,0,0,0,
singebi01,Bill,Singer,Bill Singer,1964,1977,14,118,127,0.481632653,3.390524379,322,308,7,94,24,2,6522,2174,1952,944,819,132,781,50,1515,63,11,67,9143,1.257129715,8.080956762,0.546458142,3.233210672,6.271849126,1.939820743,0,0,0,0,0,
slatoji01,Jim,Slaton,Jim Slaton,1971,1986,16,151,158,0.488673139,4.031052038,496,360,71,86,22,14,8051,2683.66667,2773,1335,1202,277,1004,65,1191,48,6,97,11535,1.407402805,9.299590101,0.928952924,3.367035147,3.994162211,1.18625498,0,0,0,0,0,
slocuhe01,Heathcliff,Slocumb,Heathcliff Slocumb,1991,2000,10,28,37,0.430769231,4.079239303,548,0,297,0,0,98,1893,631,636,320,286,38,358,40,513,21,2,57,2853,1.575277338,9.071315372,0.54199683,5.106180666,7.316957211,1.432960894,4,5,0,0,0,
smilejo01,John,Smiley,John Smiley,1986,1997,12,126,103,0.550218341,3.802551103,361,280,21,28,8,4,5723,1907.66667,1842,888,806,185,496,32,1284,39,17,48,7900,1.225580987,8.690197434,0.872793988,2.340031448,6.057662055,2.588709677,0,0,0,0,0,
smithal03,Al,Smith,Al Smith,1934,1945,12,99,101,0.495,3.724884708,356,202,96,75,16,17,4987,1662.33333,1707,827,688,94,587,0,587,32,3,27,7112,1.379987971,9.241828773,0.508923201,3.17806297,3.17806297,1,0,0,0,0,0,
smithbo02,Bob,Smith,Bob Smith,1923,1937,13,106,139,0.432653061,3.938418169,435,229,156,128,16,40,6739,2246.33333,2472,1139,983,132,670,0,618,18,4,11,9652,1.398723848,9.904140095,0.52886185,2.68437454,2.476035024,0.92238806,0,0,0,0,0,
smithbr01,Bryn,Smith,Bryn Smith,1981,1993,13,108,94,0.534653465,3.526981771,365,255,39,23,8,6,5374,1791.33333,1725,808,702,140,432,43,1028,48,16,33,7434,1.204131003,8.66672871,0.703386678,2.17045032,5.164867892,2.37962963,0,0,0,0,0,
smithch02,Charlie,Smith,Charlie Smith,1902,1914,10,66,87,0.431372549,2.814723327,212,148,50,87,10,3,4048,1349.33333,1309,587,422,22,353,0,570,29,3,33,4446,1.231719371,8.730978282,0.146739131,2.354496053,3.80187748,1.614730878,0,0,0,0,0,
smithda02,Dave,Smith,Dave Smith,1980,1992,13,53,53,0.5,2.668863273,609,1,432,0,0,216,2428,809.33333,700,280,240,34,283,64,548,13,22,28,3357,1.214579906,7.784184546,0.378088964,3.147034609,6.093904473,1.93639576,0,0,0,0,0,
smithed04,Eddie,Smith,Eddie Smith,1936,1947,10,73,113,0.392473118,3.824106948,282,197,60,91,8,12,4787,1595.66667,1554,816,678,106,739,0,694,33,1,34,6973,1.437016918,8.764988492,0.597869228,4.168163768,3.91435136,0.939106901,0,0,0,0,0,
smithfr03,Frank,Smith,Frank Smith,1904,1915,11,139,111,0.556,2.593488781,354,255,78,184,27,6,6819,2273,1975,895,655,27,676,0,1051,41,4,66,6867,1.166300044,7.820061593,0.106907171,2.676638803,4.161460625,1.554733728,0,0,0,0,0,
smithle02,Lee,Smith,Lee Smith,1980,1997,18,71,92,0.435582822,3.029472603,1022,6,802,0,0,478,3868,1289.33333,1133,475,434,89,486,100,1251,10,4,47,5387,1.255687697,7.908738387,0.621251294,3.392450888,8.732419878,2.574074074,0,0,0,0,0,
smithpe02,Pete,Smith,Pete Smith,1987,1998,11,47,71,0.398305085,4.545336352,231,163,19,12,4,1,3077,1025.66667,1043,557,518,126,404,24,640,10,27,29,4423,1.410789726,9.152096168,1.105622356,3.545011363,5.615859585,1.584158416,0,0,0,0,0,
smithsh01,Sherry,Smith,Sherry Smith,1911,1927,14,114,118,0.49137931,3.319097104,373,224,108,142,16,21,6158,2052.66667,2234,964,757,57,440,0,428,42,3,17,8663,1.302695678,9.795063316,0.249918804,1.929197788,1.876583303,0.972727273,0,0,0,0,0,
smithza01,Zane,Smith,Zane Smith,1984,1996,13,100,115,0.465116279,3.741924286,360,291,16,35,16,3,5758,1919.33333,1980,933,798,122,583,55,1011,31,5,28,8077,1.335359502,9.284473792,0.572073638,2.733761728,4.740708588,1.734133791,0,0,0,0,0,
smoltjo01,John,Smoltz,John Smoltz,1988,2009,21,213,155,0.578804348,3.327382666,723,481,204,53,16,154,10419,3473,3074,1391,1284,288,1010,84,3084,57,16,145,14271,1.175928592,7.966023611,0.746328822,2.617333717,7.991937806,3.053465347,33,26,0,0,2015,BBWAA
solomed01,Eddie,Solomon,Eddie Solomon,1973,1982,10,36,42,0.461538462,3.998607242,191,95,40,8,0,4,2154,718,764,386,319,76,247,28,337,20,8,21,3117,1.408077994,9.576601671,0.95264624,3.096100279,4.224233983,1.36437247,0,0,0,0,0,
sorenla01,Lary,Sorensen,Lary Sorensen,1977,1988,11,93,103,0.474489796,4.146669234,346,235,45,69,10,6,5209,1736.33333,1960,894,800,147,402,49,569,31,20,31,7386,1.360337879,10.15933962,0.761950472,2.08370129,2.949318493,1.415422886,0,0,0,0,0,
soriara01,Rafael,Soriano,Rafael Soriano,2002,2015,14,24,28,0.461538462,2.885280267,591,8,343,0,0,207,1909,636.33333,489,213,204,62,197,20,641,15,0,13,2571,1.078051341,6.916186521,0.876898905,2.786275552,9.06600319,3.253807107,8,9,5,0,0,
sorrevi01,Vic,Sorrell,Vic Sorrell,1928,1937,10,92,101,0.476683938,4.430907269,280,216,41,95,8,10,5015,1671.66667,1820,949,823,101,706,0,619,20,0,25,7410,1.511066797,9.798604168,0.543768693,3.800997001,3.332602187,0.876770538,0,0,0,0,0,
sosael01,Elias,Sosa,Elias Sosa,1972,1983,12,59,51,0.536363636,3.323529412,601,3,330,0,0,83,2754,918,873,388,339,64,334,63,538,21,6,31,3882,1.314814815,8.558823529,0.62745098,3.274509804,5.274509804,1.610778443,0,0,0,0,0,
sothoal01,Allan,Sothoron,Allan Sothoron,1914,1926,11,91,100,0.476439791,3.31030125,264,194,56,102,17,9,4747,1582.33333,1583,786,582,34,596,0,576,54,2,35,6802,1.377080264,9.003791888,0.193385296,3.38993049,3.276174433,0.966442953,0,0,0,0,0,
sotoma01,Mario,Soto,Mario Soto,1977,1988,12,100,92,0.520833333,3.46927375,297,224,20,72,13,4,5191,1730.33333,1395,732,667,172,657,50,1449,28,20,37,7147,1.185898673,7.255827408,0.894625315,3.41726065,7.536698146,2.205479452,0,0,0,0,0,
spahnwa01,Warren,Spahn,Warren Spahn,1942,1965,21,363,245,0.597039474,3.086008516,750,665,68,382,63,29,15731,5243.66667,4830,2016,1798,434,1434,60,2583,42,5,81,21547,1.194583942,8.29000063,0.744898607,2.461254846,4.433348163,1.80125523,0,0,0,0,1973,BBWAA
sparktu01,Tully,Sparks,Tully Sparks,1897,1910,12,121,136,0.470817121,2.793634933,313,269,41,202,19,8,7007,2335.66667,2231,1059,725,33,629,0,778,88,1,24,6797,1.224489794,8.596689013,0.127158556,2.423719135,2.997859279,1.236883943,0,0,0,0,0,
speieju01,Justin,Speier,Justin Speier,1998,2009,12,35,33,0.514705882,4.106666667,613,0,190,0,0,17,2025,675,612,324,308,108,231,37,588,45,5,38,2883,1.248888889,8.16,1.44,3.08,7.84,2.545454545,24,26,0,0,0,
spillda01,Dan,Spillner,Dan Spillner,1974,1985,12,75,89,0.457317073,4.214604725,556,123,223,19,3,50,4478,1492.66667,1585,786,699,134,605,65,878,13,2,51,6526,1.467172842,9.556721729,0.807949976,3.647833846,5.293881185,1.451239669,0,0,0,0,0,
splitpa01,Paul,Splittorff,Paul Splittorff,1970,1984,15,166,143,0.537216828,3.811847594,429,392,13,88,17,1,7664,2554.66667,2644,1243,1082,192,780,41,1057,34,5,41,10824,1.340292274,9.314718151,0.676409185,2.747912314,3.723773482,1.355128205,0,0,0,0,0,
sprinru01,Russ,Springer,Russ Springer,1992,2010,18,36,45,0.444444444,4.519268215,740,27,168,1,0,9,2569,856.33333,824,458,430,121,349,33,775,35,0,39,3716,1.369793699,8.660179092,1.271701056,3.667964203,8.145192714,2.220630372,11,17,0,0,0,
stalege01,Gerry,Staley,Gerry Staley,1947,1961,15,134,111,0.546938776,3.696888135,640,186,246,58,9,61,5945,1981.66667,2070,946,814,187,529,37,727,63,2,27,8398,1.311522285,9.401177444,0.849285112,2.402523125,3.301766185,1.374291115,0,0,0,0,0,
stangle01,Lee,Stange,Lee Stange,1961,1970,10,62,61,0.504065041,3.560032895,359,125,77,32,8,21,3648,1216,1172,553,481,142,344,51,718,16,2,35,5100,1.246710526,8.674342105,1.050986842,2.546052632,5.314144737,2.087209302,0,0,0,0,0,
stanhdo01,Don,Stanhouse,Don Stanhouse,1972,1982,10,38,54,0.413043478,3.835160034,294,66,156,11,2,64,2281,760.33333,707,359,324,48,455,46,408,16,3,29,3359,1.528277078,8.368697976,0.568171857,5.385795727,4.829460784,0.896703297,0,0,0,0,0,
stanlbo01,Bob,Stanley,Bob Stanley,1977,1989,13,115,97,0.54245283,3.637961336,637,85,376,21,7,132,5121,1707,1858,797,690,113,471,87,693,41,2,22,7238,1.364381957,9.796133568,0.595782074,2.483304042,3.653778559,1.47133758,0,0,0,0,0,
stantmi02,Mike,Stanton,Mike Stanton,1989,2007,19,68,63,0.519083969,3.918312388,1178,1,363,0,0,84,3342,1114,1086,523,485,93,420,76,895,33,9,35,4762,1.351885099,8.773788151,0.751346499,3.393177738,7.23070018,2.130952381,21,24,0,0,0,
staufti01,Tim,Stauffer,Tim Stauffer,2005,2015,10,33,34,0.492537313,3.973698915,201,73,49,0,0,0,1787,595.66667,591,276,263,64,202,18,449,25,2,8,2521,1.33128147,8.929490717,0.966983766,3.052042512,6.783995485,2.222772277,26,8,7,0,0,
stewada01,Dave,Stewart,Dave Stewart,1978,1995,16,168,129,0.565656566,3.949550001,523,348,87,55,9,19,7889,2629.66667,2499,1259,1154,264,1034,46,1741,62,23,118,11251,1.343516287,8.55279502,0.903536569,3.538851561,5.958549872,1.683752418,0,0,0,0,0,
stewale01,Lefty,Stewart,Lefty Stewart,1921,1935,10,101,98,0.507537688,4.191637631,279,216,43,107,8,8,5166,1722,1895,932,802,117,498,0,503,18,3,6,7415,1.389663182,9.904181185,0.611498258,2.602787456,2.628919861,1.010040161,0,0,0,0,0,
stewasa01,Sammy,Stewart,Sammy Stewart,1978,1987,10,59,48,0.551401869,3.59372821,359,25,181,4,1,45,2870,956.66667,863,421,382,77,502,43,586,16,7,41,4122,1.426829263,8.118815303,0.724390241,4.722648067,5.512891967,1.167330677,0,0,0,0,0,
stiebda01,Dave,Stieb,Dave Stieb,1979,1998,16,176,137,0.562300319,3.437946124,443,412,14,103,30,3,8686,2895.33333,2572,1225,1106,225,1034,36,1669,129,14,51,12072,1.245452454,7.994934386,0.699401336,3.214137697,5.18800369,1.614119923,0,0,0,0,0,
stiveja01,Jack,Stivetts,Jack Stivetts,1889,1899,11,203,132,0.605970149,3.736927157,388,333,52,278,14,4,8663,2887.66667,2905,1836,1199,131,1155,0,1223,21,0,122,4297,1.405979451,9.054022845,0.408288121,3.599792216,3.811728034,1.058874459,0,0,0,0,0,
stobbch01,Chuck,Stobbs,Chuck Stobbs,1947,1961,15,107,130,0.451476793,4.293004694,459,238,105,65,7,19,5761,1920.33333,2003,1030,916,183,735,30,897,35,3,30,8378,1.425794135,9.387432754,0.857663602,3.444714465,4.203957654,1.220408163,0,0,0,0,0,
stoddti01,Tim,Stoddard,Tim Stoddard,1975,1989,13,41,35,0.539473684,3.947007748,485,0,262,0,0,76,2189,729.66667,680,343,320,72,356,45,582,10,2,33,3159,1.419826398,8.387391465,0.888076743,4.39104612,7.178620342,1.634831461,0,0,0,0,0,
stonest01,Steve,Stone,Steve Stone,1971,1981,11,107,93,0.535,3.965703642,320,269,15,43,7,1,5365,1788.33333,1707,880,788,184,716,22,1065,40,5,31,7640,1.354892826,8.590680352,0.926001866,3.603355086,5.359739059,1.487430168,0,0,0,0,0,
stottme01,Mel,Stottlemyre,Mel Stottlemyre,1964,1974,11,164,139,0.541254125,2.96918838,360,356,3,152,40,1,7984,2661.33333,2435,1003,878,171,809,75,1257,44,1,57,10972,1.218937877,8.234594199,0.578281564,2.735846697,4.250876759,1.553770087,0,0,0,0,0,
stottto01,Todd,Stottlemyre,Todd Stottlemyre,1988,2002,14,138,121,0.532818533,4.278935355,372,339,12,25,6,1,6575,2191.66667,2200,1130,1042,246,816,49,1587,83,10,64,9441,1.376121671,9.034220519,1.010190113,3.35087452,6.516958165,1.944852941,4,3,0,0,0,
streehu01,Huston,Street,Huston Street,2005,2015,11,39,32,0.549295775,2.850076477,638,0,502,0,0,315,1961,653.66667,509,221,207,65,170,35,648,8,1,20,2598,1.038755732,7.008159067,0.894951551,2.340642517,8.921978537,3.811764706,21,18,3,0,0,
sturdto01,Tom,Sturdivant,Tom Sturdivant,1955,1964,10,59,51,0.536363636,3.744063325,335,101,99,22,7,17,3411,1137,1029,521,473,107,449,37,704,34,3,39,4796,1.299912049,8.145118734,0.846965699,3.55408971,5.572559367,1.567928731,0,0,0,0,0,
sturtta01,Tanyon,Sturtze,Tanyon Sturtze,1995,2008,12,40,44,0.476190476,5.194479297,272,84,48,4,0,3,2391,797,886,490,460,110,333,9,480,41,4,32,3531,1.529485571,10.00501882,1.242158093,3.760351317,5.420326223,1.441441441,15,24,0,0,0,
sudhowi01,Willie,Sudhoff,Willie Sudhoff,1897,1906,10,103,135,0.432773109,3.563189014,279,240,38,201,10,3,6259,2086.33333,2183,1142,826,62,608,0,520,126,0,30,2154,1.337753637,9.416999536,0.267454865,2.622783196,2.243169839,0.855263158,0,0,0,0,0,
sullifr01,Frank,Sullivan,Frank Sullivan,1953,1963,11,97,100,0.492385787,3.595842956,351,219,53,73,15,18,5196,1732,1702,797,692,148,559,31,959,47,6,17,7331,1.305427252,8.844110855,0.769053118,2.904734411,4.983256351,1.715563506,0,0,0,0,0,
sullimi02,Mike,Sullivan,Mike Sullivan,1889,1899,10,54,65,0.453781513,5.037192577,160,119,40,99,1,4,3334,1111.33333,1292,892,622,45,568,0,285,18,0,76,187,1.673665272,10.46310741,0.364427116,4.599880038,2.308038399,0.501760563,0,0,0,0,0,
sullisc01,Scott,Sullivan,Scott Sullivan,1995,2004,10,40,28,0.588235294,3.979204358,558,0,128,0,0,9,2212,737.33333,671,353,326,89,281,57,622,60,2,32,3146,1.291139246,8.190325534,1.086347202,3.429927683,7.592224266,2.213523132,7,20,0,0,0,
suppaje01,Jeff,Suppan,Jeff Suppan,1995,2012,17,140,146,0.48951049,4.700576816,448,417,16,16,5,0,7628,2542.66667,2843,1451,1328,337,871,58,1390,94,6,89,11139,1.460671209,10.06305715,1.192842159,3.08298374,4.920031457,1.59586682,100,64,0,0,0,
sutclri01,Rick,Sutcliffe,Rick Sutcliffe,1976,1994,18,171,139,0.551612903,4.080192754,457,392,30,72,18,6,8093,2697.66667,2662,1324,1223,236,1081,75,1679,46,38,100,11548,1.387495365,8.881008268,0.787347089,3.606450014,5.601507469,1.553191489,0,0,0,0,0,
suttebr01,Bruce,Sutter,Bruce Sutter,1976,1988,12,68,71,0.489208633,2.83210746,661,0,512,0,0,300,3127,1042.33333,879,370,328,77,309,83,861,13,8,37,4251,1.139750563,7.589702615,0.664854495,2.668052455,7.434282083,2.786407767,0,0,0,0,2006,BBWAA
suttodo01,Don,Sutton,Don Sutton,1966,1988,23,324,256,0.55862069,3.261058878,774,756,12,178,58,5,15847,5282.33333,4692,2104,1914,472,1343,102,3574,82,21,112,21631,1.142487538,7.99419449,0.804190068,2.28819335,6.089354456,2.661206255,0,0,0,0,1998,BBWAA
swancr01,Craig,Swan,Craig Swan,1973,1984,12,59,72,0.450381679,3.743728072,231,185,15,25,7,2,3707,1235.66667,1199,575,514,115,368,38,673,11,12,7,5163,1.268141351,8.732937662,0.83760453,2.680334495,4.901807378,1.828804348,0,0,0,0,0,
swiftbi01,Bill,Swift,Bill Swift,1932,1943,11,95,82,0.536723164,3.577651122,336,163,119,78,7,20,4913,1637.66667,1682,753,651,103,351,0,636,36,1,11,6891,1.241400364,9.243639305,0.566049256,1.928963969,3.495216765,1.811965812,0,0,0,0,0,
swiftbi02,Bill,Swift,Bill Swift,1985,1998,13,94,78,0.546511628,3.949572819,403,220,67,11,4,27,4799,1599.66667,1688,801,702,116,507,42,767,53,16,38,6817,1.372160864,9.496978517,0.652635964,2.852469258,4.315274006,1.512820513,0,0,0,0,0,
swindgr01,Greg,Swindell,Greg Swindell,1986,2002,17,123,122,0.502040816,3.85656717,664,269,93,40,12,7,6700,2233.33333,2313,1053,957,262,501,34,1542,21,12,30,9301,1.260000002,9.32104479,1.055820897,2.018955227,6.21402986,3.077844311,7,6,0,0,0,
tananfr01,Frank,Tanana,Frank Tanana,1973,1993,21,240,236,0.504201681,3.661599685,638,616,10,143,34,1,12565,4188.33333,4063,1910,1704,448,1255,116,2773,129,27,119,17641,1.26971747,8.730680469,0.962674095,2.696776763,5.958694792,2.209561753,0,0,0,0,0,
tanneje01,Jesse,Tannehill,Jesse Tannehill,1894,1911,15,197,116,0.629392971,2.788025697,358,319,38,263,34,7,8251,2750.33333,2787,1195,852,40,477,0,940,130,1,28,3137,1.186765242,9.119985467,0.130893225,1.560901711,3.075990793,1.970649895,0,0,0,0,0,
tapanke01,Kevin,Tapani,Kevin Tapani,1989,2001,13,143,125,0.53358209,4.347019868,361,354,1,26,9,0,6795,2265,2407,1168,1094,260,554,30,1482,53,6,44,9600,1.307284768,9.564238411,1.033112583,2.201324503,5.888741722,2.675090253,16,6,0,0,0,
tavarju01,Julian,Tavarez,Julian Tavarez,1993,2009,17,88,82,0.517647059,4.460479479,828,108,184,2,0,23,4213,1404.33333,1540,808,696,113,563,72,842,96,11,43,6222,1.497507718,9.869451721,0.724187042,3.608117739,5.396154772,1.495559503,51,28,0,0,0,
tayloja02,Jack,Taylor,Jack Taylor,1898,1907,10,152,139,0.52233677,2.661826519,310,286,23,278,19,5,7851,2617,2502,1195,774,41,582,0,657,92,3,40,7129,1.178448605,8.60450898,0.141001146,2.001528468,2.259457394,1.128865979,0,0,0,0,0,
tayloro01,Ron,Taylor,Ron Taylor,1962,1972,11,45,43,0.511363636,3.92625,491,17,282,3,0,72,2400,800,794,370,349,76,209,76,464,21,5,12,3339,1.25375,8.9325,0.855,2.35125,5.22,2.220095694,0,0,0,0,0,
tekulke01,Kent,Tekulve,Kent Tekulve,1974,1989,16,94,90,0.510869565,2.851009522,1050,0,638,0,0,184,4309,1436.33333,1305,526,455,63,491,179,779,17,3,23,6001,1.25040613,8.177071265,0.394755165,3.076583901,4.881178939,1.586558045,0,0,0,0,0,
terrewa01,Walt,Terrell,Walt Terrell,1982,1992,11,111,124,0.472340426,4.217617443,321,294,10,56,14,0,5960,1986.66667,2090,1031,931,187,748,60,929,37,5,61,8569,1.428523488,9.468120789,0.84714765,3.388590598,4.20855704,1.24197861,0,0,0,0,0,
terryad01,Adonis,Terry,Adonis Terry,1884,1897,14,197,196,0.501272265,3.73897373,440,406,33,367,17,6,10543,3514.33333,3525,2298,1460,76,1298,0,1553,39,1,148,7754,1.372379779,9.027316712,0.194631509,3.324101303,3.977141235,1.196456086,0,0,0,0,0,
terryra01,Ralph,Terry,Ralph Terry,1956,1967,12,107,99,0.519417476,3.620764246,338,257,37,75,20,11,5548,1849.33333,1748,844,744,216,446,28,1000,24,1,18,7598,1.18637347,8.50684933,1.05118962,2.1705119,4.86661861,2.242152466,0,0,0,0,0,
